Marine Megafauna Group,Marine Megafauna Common Name,Marine Megafauna Species,Consumer Class,Consumer Group,Consumer Common Name,Consumer Species,Scavenging,Predation,Consuming Placenta,Consuming Excreta,Consuming Eggs,Interaction Type Unknown,Notes,Source 1 Type,Source 1 Interaction Type,Source 1 Title,Source 1 Authors,Source 1 Link,Source 2 Type,Source 2 Interaction Type,Source 2 Title,Source 2 Authors,Source 2 Link,Source 3 Type,Source 3 Interaction Type,Source 3 Title,Source 3 Authors,Source 3 Link,Source 4 Link,Source 5 Link
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Reptile,Reptile,Asian water monitor,Varanus salvator,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Sivasundar A, Devi Prasad KV (1996) Placement and predation of nests in leatherback sea turtles in the Andaman Islands, India. Hamadryad-Madras 21:36–42",Sivasundar et al.,https://www.seaturtlesofindia.org/wp-content/uploads/2017/04/Sivasundar-A.-K.V.-Devi-Prasad.-1996.-Placement-and-predation-of-nest-in-leatherback-sea-turtles-in-the-Andaman-Islands-India.-Hamadryad-21-36-42..pdf,,,,,,,,,,,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Bird,Bird,Crested Caracara,Caracara plancus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs",Predation of Leatherback Turtle Hatchlings During the Crawl to the Water,"Tomillo, PS; Paladino, FV; Suss, JS; Spotila, JR",https://doi.org/10.2744/CCB-0789.1,,,,,,,,,,,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Bird,Bird,Yellow-crowned night heron,Nyctanassa violacea,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs",Predation of Leatherback Turtle Hatchlings During the Crawl to the Water,"Tomillo, PS; Paladino, FV; Suss, JS; Spotila, JR",https://doi.org/10.2744/CCB-0789.1,,,,,,,,,,,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Bird,Bird,Great blue heron,Ardea herodias,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs",Predation of Leatherback Turtle Hatchlings During the Crawl to the Water,"Tomillo, PS; Paladino, FV; Suss, JS; Spotila, JR",https://doi.org/10.2744/CCB-0789.1,,,,,,,,,,,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Carnivore,Canid,Dog,Canis familiaris,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Dissertation,Consuming eggs,Factors affecting survivorship of loggerhead (Caretta caretta) and leatherback (Dermochelys coriacea) sea turtles of South Africa,"De Wet, A.",,,,,,,,,,,,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Carnivore,Canid,Coyote,Canis latrans,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Forty years of monitoring increasing sea turtle relative abundance in the Gulf of Mexico,"Lasala, JA; Macksey, MC; Mazzarella, KT; Main, KL; Foote, JJ; Tucker, AD",https://doi.org/10.1038/s41598-023-43651-4,,,,,,,,,,,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Carnivore,Mustelid,Honey badger,Mellivora capensis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Dissertation,Consuming eggs,Factors affecting survivorship of loggerhead (Caretta caretta) and leatherback (Dermochelys coriacea) sea turtles of South Africa,"De Wet, A.",,,,,,,,,,,,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Carnivore,Herpestidae,Mongoose,Galerella pulverulenta,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Dissertation,Consuming eggs,Factors affecting survivorship of loggerhead (Caretta caretta) and leatherback (Dermochelys coriacea) sea turtles of South Africa,"De Wet, A.",,,,,,,,,,,,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Reptile,Reptile,Monitor Lizard (Varanus spp.),,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Dissertation,Consuming eggs,Factors affecting survivorship of loggerhead (Caretta caretta) and leatherback (Dermochelys coriacea) sea turtles of South Africa,"De Wet, A.",,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Reptile,Reptile,Lace monitor,Varanus varius,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Protecting nests of the Critically Endangered South Pacific loggerhead turtle Caretta caretta from goanna Varanus spp. predation,"Hof, CMA; Shuster, G; McLachlan, N; McLachlan, B; Giudice, S; Limpus, C; Eguchi, T",https://doi.org/10.1017/S0030605318001564,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Reptile,Reptile,Yellow-spotted monitor,Varanus panoptes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"An evaluation of nest predator impacts and the efficacy of plastic meshing on marine turtle nests on the western Cape York Peninsula, Australia","Nordberg, EJ; Macdonald, S; Zimny, G; Hoskins, A; Zimny, A; Somaweera, R; Ferguson, J; Perry, J",https://doi.org/10.1016/j.biocon.2019.108201,Peer-reviewed article,Consuming eggs,Protecting nests of the Critically Endangered South Pacific loggerhead turtle Caretta caretta from goanna Varanus spp. predation,"Hof, CMA; Shuster, G; McLachlan, N; McLachlan, B; Giudice, S; Limpus, C; Eguchi, T",http://dx.doi.org/10.1017/S0030605318001564,Peer-reviewed article,Consuming eggs,How Best to Protect the Nests of the Endangered Loggerhead Turtle Caretta caretta from Monitor Lizard Predation,"Lei, J; Booth, DT",http://dx.doi.org/10.2744/CCB-1251.1,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Procyonidae,Northern Raccoon,Procyon lotor,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs",Sea turtles as biological transporters of nutrients and energy from marine to terrestrial ecosystems,"Bouchard, SS; Bjorndal, KA",https://doi.org/10.2307/177116,Peer-reviewed article,Consuming eggs,Dramatic reduction in predation on marine turtle nests through improved predator monitoring and management,"Engeman, RM; Martin, RE; Smith, HT; Woolard, J; Crady, CK; Shwiff, SA; Constantin, B; Stahl, M; Griner, J",http://dx.doi.org/10.1017/S0030605305000876,Peer-reviewed article,Consuming eggs,Predation of loggerhead sea turtle eggs across Georgia's barrier islands,"Butler, ZP; Wenger, SJ; Pfaller, JB; Dodd, MG; Ondich, BL; Coleman, S; Gaskin, JL; Hickey, N; Kitchens-Hayes, K; Vance, RK; Williams, KL",http://dx.doi.org/10.1016/j.gecco.2020.e01139,https://www.herpconbio.org/Volume_18/Issue_3/Lavelle_etal_2023.pdf,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Ursid,Black bear,Ursus americanus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Significance of anecdotes for historical perspective: black bear predation on sea turtle eggs,"Bjorndal, KA",https://doi.org/10.3354/esr01071,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Mustelid,European badger,Meles meles,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Marine turtles (Chelonia mydas and Caretta caretta) nesting along the eastern Mediterranean coast of Turkey: Results from six years of surveying,"Yilmaz, C; Oruç, A; Türkozan, O",https://www.researchgate.net/publication/281769314_Marine_turtles_Chelonia_mydas_and_Caretta_caretta_nesting_along_the_eastern_Mediterranean_coast_of_Turkey_Results_from_six_years_of_surveying,Peer-reviewed article,Consuming eggs,"Nesting activity of sea turtles, Caretta caretta (Linnaeus, 1758) and Chelonia mydas (Linnaeus, 1758) (Reptilia, Cheloniidae), at Patara Beach (Antalya, Turkey) over four nesting seasons","Olgun, K; Bozkurt, E; Ceylan, S; Tural, M; Özcan, S; Karasüleymanoglu, KS; Geroglu, Y",http://dx.doi.org/10.3906/zoo-1505-8,Peer-reviewed article,Consuming eggs,Sea turtle nest conservation techniques on southwestern beaches in Turkey,"Baskale, E; Kaska, Y",http://dx.doi.org/10.1560/G6NU-WG4N-07F5-PU6R,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Canid,Red fox,Vulpes vulpes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Marine turtles (Chelonia mydas and Caretta caretta) nesting along the eastern Mediterranean coast of Turkey: Results from six years of surveying,"Yilmaz, C; Oruç, A; Türkozan, O",https://www.researchgate.net/publication/281769314_Marine_turtles_Chelonia_mydas_and_Caretta_caretta_nesting_along_the_eastern_Mediterranean_coast_of_Turkey_Results_from_six_years_of_surveying,Peer-reviewed article,Consuming eggs,"Nesting activity of sea turtles, Caretta caretta (Linnaeus, 1758) and Chelonia mydas (Linnaeus, 1758) (Reptilia, Cheloniidae), at Patara Beach (Antalya, Turkey) over four nesting seasons","Olgun, K; Bozkurt, E; Ceylan, S; Tural, M; Özcan, S; Karasüleymanoglu, KS; Geroglu, Y",http://dx.doi.org/10.3906/zoo-1505-8,Peer-reviewed article,Consuming eggs,"Distribution Pattern of Red Fox (Vulpes vulpes) Dens and Spatial Relationships with Sea Turtle Nests, Recreation, and Environmental Characteristics","Halls, JN; Hill, JM; Urbanek, RE; Sutton, H",http://dx.doi.org/10.3390/ijgi7070247,https://www.tandfonline.com/doi/pdf/10.1560/G6NU-WG4N-07F5-PU6R,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Canid,Gray fox,Urocyon cinereoargenteus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Book,Consuming eggs,"Non-human predators of sea turtles and their control. In: Bjorndal, K.A. (Ed.), Biology and Conservation of Sea Turtles. Smithsonian Institution Press, Washington, D.C., USA, pp. 139e152.","Stancyk, S.E., 1982.",https://books.google.com/books/about/Biology_and_Conservation_of_Sea_Turtles.html?id=HTYuuAEACAAJ,Peer-reviewed article,Predation,Nest-to-Surf Mortality of Loggerhead Sea Turtle (Caretta caretta) Hatchlings on Florida's East Coast,"Erb, V; Wyneken, J",http://dx.doi.org/10.3389/fmars.2019.00271,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Ungulate,Suidae,Wild boar,Sus scrofa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Marine turtles (Chelonia mydas and Caretta caretta) nesting along the eastern Mediterranean coast of Turkey: Results from six years of surveying,"Yilmaz, C; Oruç, A; Türkozan, O",https://www.researchgate.net/publication/281769314_Marine_turtles_Chelonia_mydas_and_Caretta_caretta_nesting_along_the_eastern_Mediterranean_coast_of_Turkey_Results_from_six_years_of_surveying,Peer-reviewed article,Consuming eggs,"An evaluation of nest predator impacts and the efficacy of plastic meshing on marine turtle nests on the western Cape York Peninsula, Australia","Nordberg, EJ; Macdonald, S; Zimny, G; Hoskins, A; Zimny, A; Somaweera, R; Ferguson, J; Perry, J",http://dx.doi.org/10.1016/j.biocon.2019.108201,Peer-reviewed article,Consuming eggs,"Nesting activity of sea turtles, Caretta caretta (Linnaeus, 1758) and Chelonia mydas (Linnaeus, 1758) (Reptilia, Cheloniidae), at Patara Beach (Antalya, Turkey) over four nesting seasons","Olgun, K; Bozkurt, E; Ceylan, S; Tural, M; Özcan, S; Karasüleymanoglu, KS; Geroglu, Y",http://dx.doi.org/10.3906/zoo-1505-8,http://dx.doi.org/10.1016/j.actao.2019.103442,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Canid,Golden jackal,Canis aureus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs",Marine turtles (Chelonia mydas and Caretta caretta) nesting along the eastern Mediterranean coast of Turkey: Results from six years of surveying,"Yilmaz, C; Oruç, A; Türkozan, O",https://www.researchgate.net/publication/281769314_Marine_turtles_Chelonia_mydas_and_Caretta_caretta_nesting_along_the_eastern_Mediterranean_coast_of_Turkey_Results_from_six_years_of_surveying,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Canid,Dingo,Canis lupus dingo,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"An evaluation of nest predator impacts and the efficacy of plastic meshing on marine turtle nests on the western Cape York Peninsula, Australia","Nordberg, EJ; Macdonald, S; Zimny, G; Hoskins, A; Zimny, A; Somaweera, R; Ferguson, J; Perry, J",https://doi.org/10.1016/j.biocon.2019.108201,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Canid,Dog,Canis familiaris,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Nesting activity of sea turtles, Caretta caretta (Linnaeus, 1758) and Chelonia mydas (Linnaeus, 1758) (Reptilia, Cheloniidae), at Patara Beach (Antalya, Turkey) over four nesting seasons","Olgun, K; Bozkurt, E; Ceylan, S; Tural, M; Özcan, S; Karasüleymanoglu, KS; Geroglu, Y",https://doi.org/10.3906/zoo-1505-8,Peer-reviewed article,Consuming eggs,"Globally important refuge for the loggerhead sea turtle: Maio Island, Cabo Verde","Patino-Martinez, J; Dos Passos, L; Afonso, IO; Teixidor, A; Tiwari, M; Székely, T; Moreno, R",http://dx.doi.org/10.1017/S0030605320001180,Conference Proceedings,Consuming eggs,CHANGES IN LOGGERHEAD NEST PREDATION PATTERNS ON WEST CENTRAL FLORIDA BEACHES,"Foote, J. J., J. L. Floyd, and J. M. Sprinkel. 2000. Changes in loggerhead nest predation patterns and evaluation of protection techniques on west central Florida beaches. Pages 189–190 (abstract) in F. A. Abreu-Grobois, R. Briseno-Duenas, R. Marquez, and L. Sarti, compilers. Proceedings of the 18th International Symposium on Sea Turtle Biology and Conservation. U.S. Department of Commerce, NOAA Technical Memorandum NMFS-SEFSC-436.",,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Armadillo,Dasypodidae,Nine-banded armadillo,Dasypus novemcinctus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Dramatic reduction in predation on marine turtle nests through improved predator monitoring and management,"Engeman, RM; Martin, RE; Smith, HT; Woolard, J; Crady, CK; Shwiff, SA; Constantin, B; Stahl, M; Griner, J",https://doi.org/10.1017/S0030605305000876,Peer-reviewed article,Consuming eggs,Predation of loggerhead sea turtle eggs across Georgia's barrier islands,"Butler, ZP; Wenger, SJ; Pfaller, JB; Dodd, MG; Ondich, BL; Coleman, S; Gaskin, JL; Hickey, N; Kitchens-Hayes, K; Vance, RK; Williams, KL",http://dx.doi.org/10.1016/j.gecco.2020.e01139,Peer-reviewed article,Consuming eggs,"An ideal combination for marine turtle conservation: exceptional nesting season, with low nest predation resulting from effective low-cost predator management","Engeman, R; Martin, RE; Woolard, J; Stahl, M; Pelizza, C; Duffiney, A; Constantin, B",http://dx.doi.org/10.1017/S0030605311000020,https://www.herpconbio.org/Volume_18/Issue_3/Lavelle_etal_2023.pdf,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Mustelid,South American coati,Nasua nasua,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Multiple-threats analysis for loggerhead sea turtles in the southwest Atlantic Ocean,"López-Mendilaharsu, M; Giffoni, B; Monteiro, D; Prosdocimi, L; Vélez-Rubio, GM; Fallabrino, A; Estrades, A; dos Santos, AS; Lara, PH; Pires, T; Tiwari, M; Bolten, AB; Marcovaldi, MA",https://doi.org/10.3354/esr01025,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Armadillo,Chlamyphoridae,Six-banded armadillo,Euphractus sexcinctus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Multiple-threats analysis for loggerhead sea turtles in the southwest Atlantic Ocean,"López-Mendilaharsu, M; Giffoni, B; Monteiro, D; Prosdocimi, L; Vélez-Rubio, GM; Fallabrino, A; Estrades, A; dos Santos, AS; Lara, PH; Pires, T; Tiwari, M; Bolten, AB; Marcovaldi, MA",https://doi.org/10.3354/esr01025,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Canid,Crab-eating fox,Cerdocyon thous,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Multiple-threats analysis for loggerhead sea turtles in the southwest Atlantic Ocean,"López-Mendilaharsu, M; Giffoni, B; Monteiro, D; Prosdocimi, L; Vélez-Rubio, GM; Fallabrino, A; Estrades, A; dos Santos, AS; Lara, PH; Pires, T; Tiwari, M; Bolten, AB; Marcovaldi, MA",https://doi.org/10.3354/esr01025,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Canid,Coyote,Canis latrans,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Predation of loggerhead sea turtle eggs across Georgia's barrier islands,"Butler, ZP; Wenger, SJ; Pfaller, JB; Dodd, MG; Ondich, BL; Coleman, S; Gaskin, JL; Hickey, N; Kitchens-Hayes, K; Vance, RK; Williams, KL",https://doi.org/10.1016/j.gecco.2020.e01139,Peer-reviewed article,Consuming eggs,Impact of the fire ant pesticide AMDRO on loggerhead turtle nest productivity and seafinding orientation,"Smith, HE; Hoover, SR; Salmon, M; Seaman, H; Coppenrath, CM; Hirsch, SE; Perrault, JR",http://dx.doi.org/10.3354/esr01033,Peer-reviewed article,Consuming eggs,A test of the use of gray wolf (Canis lupus) urine to reduce coyote (Canis latrans) depredation rates on loggerhead sea turtles (Caretta caretta) nests,"Wauson, M; Rogers, W",http://dx.doi.org/10.1016/j.jnc.2021.126050,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Canid,Red wolf,Canis rufus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Conference Proceedings,Consuming eggs,Increasing loggerhead nest success through predator control measures on a northwest Florida barrier island,"Bailey, G. O., T. J. Longieliere, and H. L. Edmiston. 1998. Increasing loggerhead nest success through predator control measures on a northwest Florida barrier island. Pages 132–136 in S. P. Epperly and J. Braun, compilers. Proceedings of the 17th Annual Sea Turtle Symposium. U.S. Department of Commerce, NOAA Technical Memorandum NMFS-SEFSC-415.",,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Felid,Bobcat,Lynx rufus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Cheloniidae (marine turtle) bobcat nest predation,"Martin, R., Engeman, R., Smith, H., Stahl, M., & Constantin, B. (2005). Cheloniidae (marine turtle) bobcat nest predation. Herpetological Review, 36, 56–57.",https://www.dropbox.com/s/amee0zgpfozdq87/HR%202005.36.1.pgs33-72R.pdf?dl=1,Peer-reviewed article,Consuming eggs,Factors Influencing Loggerhead ( Caretta caretta) and Green Turtle ( Chelonia mydas) Reproductive Success on a Mixed Use Beach in Florida,Lindbord et al.,http://dx.doi.org/10.2744/CCB-1206.1,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Mustelid,Northern River Otter,Lontra canadensis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Predation of loggerhead sea turtle eggs across Georgia's barrier islands,"Butler, ZP; Wenger, SJ; Pfaller, JB; Dodd, MG; Ondich, BL; Coleman, S; Gaskin, JL; Hickey, N; Kitchens-Hayes, K; Vance, RK; Williams, KL",https://doi.org/10.1016/j.gecco.2020.e01139,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Mustelid,American Mink,Mustela vison,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Predation of loggerhead sea turtle eggs across Georgia's barrier islands,"Butler, ZP; Wenger, SJ; Pfaller, JB; Dodd, MG; Ondich, BL; Coleman, S; Gaskin, JL; Hickey, N; Kitchens-Hayes, K; Vance, RK; Williams, KL",https://doi.org/10.1016/j.gecco.2020.e01139,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Mustelid,Honey badger,Mellivora capensis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Dissertation,Consuming eggs,Factors affecting survivorship of loggerhead (Caretta caretta) and leatherback (Dermochelys coriacea) sea turtles of South Africa,"De Wet, A.",,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Carnivore,Herpestidae,Mongoose,Galerella pulverulenta,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Dissertation,Consuming eggs,Factors affecting survivorship of loggerhead (Caretta caretta) and leatherback (Dermochelys coriacea) sea turtles of South Africa,"De Wet, A.",,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Reptile,Reptile,Eastern Kingsnake,Lampropeltis getula,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Predation of loggerhead sea turtle eggs across Georgia's barrier islands,"Butler, ZP; Wenger, SJ; Pfaller, JB; Dodd, MG; Ondich, BL; Coleman, S; Gaskin, JL; Hickey, N; Kitchens-Hayes, K; Vance, RK; Williams, KL",https://doi.org/10.1016/j.gecco.2020.e01139,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Reptile,Reptile,Scarlet snake,Cemophora coccinea,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Cemophora coccinea (Scarletsnake): Foraging Behavior,"Butler, Z., Ondich, B., Gaskin, J., Norton, T., Steen, D., Sorg, B., Bishop, G., 2019. Natural history notes: Cemophora coccinea (scarlet snake): foraging behavior. Herpetol. Rev. 50, 151.",https://www.researchgate.net/publication/332351295_Natural_History_Cemophora_coccinea_Scarletsnake_Foraging_Behavior,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Reptile,Reptile,Coachwhip,Masticophis flagellum,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Conference Proceedings,Consuming eggs,CHANGES IN LOGGERHEAD NEST PREDATION PATTERNS ON WEST CENTRAL FLORIDA BEACHES,"Foote, J. J., J. L. Floyd, and J. M. Sprinkel. 2000. Changes in loggerhead nest predation patterns and evaluation of protection techniques on west central Florida beaches. Pages 189–190 (abstract) in F. A. Abreu-Grobois, R. Briseno-Duenas, R. Marquez, and L. Sarti, compilers. Proceedings of the 18th International Symposium on Sea Turtle Biology and Conservation. U.S. Department of Commerce, NOAA Technical Memorandum NMFS-SEFSC-436.",,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Reptile,Reptile,Yellow Rat Snake,Pantherophis alleghaniensis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Report,Consuming eggs,"Results from the long-term monitoring of nesting loggerhead sea turtles (Caretta caretta) on Wassaw Island, Georgia, 1973-2000","Williams, Kristina L.;Frick, Michael G.",https://repository.library.noaa.gov/view/noaa/8679,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Reptile,Reptile,Monitor Lizard (Varanus spp.),,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Dissertation,Consuming eggs,Factors affecting survivorship of loggerhead (Caretta caretta) and leatherback (Dermochelys coriacea) sea turtles of South Africa,"De Wet, A.",,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Marsupial,Didelphid,Virginia opossums,Didelphis virginiana,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Predation of loggerhead sea turtle eggs across Georgia's barrier islands,"Butler, ZP; Wenger, SJ; Pfaller, JB; Dodd, MG; Ondich, BL; Coleman, S; Gaskin, JL; Hickey, N; Kitchens-Hayes, K; Vance, RK; Williams, KL",https://doi.org/10.1016/j.gecco.2020.e01139,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Bird,Bird,American crow,Corvus brachyrhynchos,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Predation of loggerhead sea turtle eggs across Georgia's barrier islands,"Butler, ZP; Wenger, SJ; Pfaller, JB; Dodd, MG; Ondich, BL; Coleman, S; Gaskin, JL; Hickey, N; Kitchens-Hayes, K; Vance, RK; Williams, KL",https://doi.org/10.1016/j.gecco.2020.e01139,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Bird,Bird,Fish crow,Corvus ossifragus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Predation of loggerhead sea turtle eggs across Georgia's barrier islands,"Butler, ZP; Wenger, SJ; Pfaller, JB; Dodd, MG; Ondich, BL; Coleman, S; Gaskin, JL; Hickey, N; Kitchens-Hayes, K; Vance, RK; Williams, KL",https://doi.org/10.1016/j.gecco.2020.e01139,Conference Proceedings,Consuming eggs,CHANGES IN LOGGERHEAD NEST PREDATION PATTERNS ON WEST CENTRAL FLORIDA BEACHES,"Foote, J. J., J. L. Floyd, and J. M. Sprinkel. 2000. Changes in loggerhead nest predation patterns and evaluation of protection techniques on west central Florida beaches. Pages 189–190 (abstract) in F. A. Abreu-Grobois, R. Briseno-Duenas, R. Marquez, and L. Sarti, compilers. Proceedings of the 18th International Symposium on Sea Turtle Biology and Conservation. U.S. Department of Commerce, NOAA Technical Memorandum NMFS-SEFSC-436.",,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Bird,Bird,Black vulture,Coragyps atratus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Book,Consuming eggs,"Non-human predators of sea turtles and their control. In: Bjorndal, K.A. (Ed.), Biology and Conservation of Sea Turtles. Smithsonian Institution Press, Washington, D.C., USA, pp. 139e152.","Stancyk, S.E., 1982.",https://books.google.com/books/about/Biology_and_Conservation_of_Sea_Turtles.html?id=HTYuuAEACAAJ,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Bird,Bird,Turkey vulture,Cathartes aura,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Book,Consuming eggs,"Non-human predators of sea turtles and their control. In: Bjorndal, K.A. (Ed.), Biology and Conservation of Sea Turtles. Smithsonian Institution Press, Washington, D.C., USA, pp. 139e152.","Stancyk, S.E., 1982.",https://books.google.com/books/about/Biology_and_Conservation_of_Sea_Turtles.html?id=HTYuuAEACAAJ,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Bird,Bird,Great horned owls,Bubo virginianus,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Report,Consuming eggs,"Results from the long-term monitoring of nesting loggerhead sea turtles (Caretta caretta) on Wassaw Island, Georgia, 1973-2000","Williams, Kristina L.;Frick, Michael G.",https://repository.library.noaa.gov/view/noaa/8679,,,,,,,,,,,,
Sea Turtles,Loggerhead sea turtle,Caretta caretta,Bird,Bird,Screech owls,Asio otus,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Report,Consuming eggs,"Results from the long-term monitoring of nesting loggerhead sea turtles (Caretta caretta) on Wassaw Island, Georgia, 1973-2000","Williams, Kristina L.;Frick, Michael G.",https://repository.library.noaa.gov/view/noaa/8679,,,,,,,,,,,,
